problema,malha,tamanho_da_malha,numero_defeitos,LOC,cobertura_condicao,requisitos_cobertos_condicao,total_de_requistos_condicao,cobertura_decisao,requisitos_cobertos_decisao,total_de_requistos_decisao,cobertura_mcdc,requisitos_cobertos_mcdc,total_de_requistos_mcdc,numero_de_condicoes
Problem10,malha3,752463,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,87,8,1186,44,1703,3866,44,263,588,16,378,2227,7
Problem11,malha2,8091,15,1186,61,2387,3866,62,370,588,32,717,2227,7
Problem11,malha3,752463,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,87,3,5537,40,6342,15566,36,814,2254,10,975,8910,5
Problem12,malha2,8091,25,5537,87,13554,15566,90,2029,2254,62,5536,8910,5
Problem12,malha3,752463,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,24,4,701,39,926,2317,41,174,421,15,207,1369,5
Problem10,malha2,1800,15,701,77,1805,2317,77,328,421,50,698,1369,5
Problem10,malha3,135000,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,24,4,1186,35,1363,3866,36,212,588,11,256,2227,7
Problem11,malha2,1800,14,1186,60,2351,3866,60,356,588,30,677,2227,7
Problem11,malha3,135000,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,24,1,5537,28,4505,15566,32,736,2254,8,784,8910,5
Problem12,malha2,1800,18,5537,79,12317,15566,73,1667,2254,43,3910,8910,5
Problem12,malha3,135000,25,5537,90,14151,15566,96,2179,2254,72,6474,8910,5
Problem10,malha1,21,1,701,43,1008,2317,40,172,421,14,202,1369,5
Problem10,malha2,1428,15,701,76,1784,2317,76,324,421,49,675,1369,5
Problem10,malha3,97104,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,21,4,1186,33,1309,3866,38,224,588,11,266,2227,7
Problem11,malha2,1428,14,1186,59,2317,3866,60,357,588,30,677,2227,7
Problem11,malha3,97104,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,21,1,5537,25,4039,15566,33,744,2254,8,787,8910,5
Problem12,malha2,1428,9,5537,73,11471,15566,66,1497,2254,36,3255,8910,5
Problem12,malha3,97104,25,5537,90,14150,15566,96,2179,2254,72,6472,8910,5
Problem10,malha1,81,5,701,55,1282,2317,48,206,421,21,296,1369,5
Problem10,malha2,5913,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,431649,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,81,4,1186,38,1506,3866,42,247,588,14,323,2227,7
Problem11,malha2,5913,15,1186,62,2434,3866,62,370,588,32,721,2227,7
Problem11,malha3,431649,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,81,2,5537,40,6249,15566,35,809,2254,10,954,8910,5
Problem12,malha2,5913,18,5537,85,13370,15566,87,1963,2254,58,5213,8910,5
Problem12,malha3,431649,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,89,6,701,60,1411,2317,52,222,421,25,345,1369,5
Problem10,malha2,2848,15,701,77,1801,2317,77,328,421,50,691,1369,5
Problem10,malha3,91136,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,89,6,1186,45,1771,3866,45,268,588,17,389,2227,7
Problem11,malha2,2848,15,1186,61,2373,3866,62,366,588,31,709,2227,7
Problem11,malha3,91136,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,89,1,5537,41,6495,15566,36,816,2254,11,987,8910,5
Problem12,malha2,2848,18,5537,81,12660,15566,77,1745,2254,47,4255,8910,5
Problem12,malha3,91136,25,5537,90,14155,15566,96,2179,2254,72,6478,8910,5
Problem10,malha1,6,0,701,28,664,2317,36,152,421,11,158,1369,5
Problem10,malha2,18,2,701,39,904,2317,41,174,421,15,209,1369,5
Problem10,malha3,54,4,701,58,1351,2317,50,212,421,21,294,1369,5
Problem11,malha1,6,1,1186,23,903,3866,32,194,588,9,204,2227,7
Problem11,malha2,18,3,1186,28,1116,3866,36,212,588,10,240,2227,7
Problem11,malha3,54,5,1186,38,1503,3866,41,242,588,14,322,2227,7
Problem12,malha1,6,0,5537,14,2184,15566,31,718,2254,8,723,8910,5
Problem12,malha2,18,0,5537,29,4606,15566,32,736,2254,8,762,8910,5
Problem12,malha3,54,1,5537,37,5860,15566,35,804,2254,10,910,8910,5
Problem10,malha1,91,6,701,62,1446,2317,53,226,421,25,353,1369,5
Problem10,malha2,455,13,701,73,1699,2317,69,294,421,40,560,1369,5
Problem10,malha3,2275,15,701,77,1803,2317,77,328,421,50,698,1369,5
Problem11,malha1,91,9,1186,43,1668,3866,45,269,588,17,390,2227,7
Problem11,malha2,455,12,1186,55,2155,3866,54,320,588,25,563,2227,7
Problem11,malha3,2275,14,1186,61,2369,3866,61,362,588,31,694,2227,7
Problem12,malha1,91,0,5537,40,6326,15566,36,816,2254,11,987,8910,5
Problem12,malha2,455,2,5537,61,9506,15566,50,1135,2254,21,1929,8910,5
Problem12,malha3,2275,17,5537,78,12144,15566,73,1652,2254,43,3839,8910,5
Problem10,malha1,19,1,701,37,875,2317,39,168,421,13,188,1369,5
Problem10,malha2,1444,15,701,77,1792,2317,77,326,421,50,690,1369,5
Problem10,malha3,109744,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,19,2,1186,27,1057,3866,34,202,588,9,218,2227,7
Problem11,malha2,1444,15,1186,60,2346,3866,61,359,588,30,689,2227,7
Problem11,malha3,109744,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,19,0,5537,27,4204,15566,32,738,2254,8,771,8910,5
Problem12,malha2,1444,12,5537,75,11703,15566,66,1505,2254,36,3285,8910,5
Problem12,malha3,109744,25,5537,90,14155,15566,96,2179,2254,72,6479,8910,5
Problem10,malha1,0,0,701,0,2,2317,0,2,421,0,2,1369,5
Problem10,malha2,0,0,701,0,2,2317,0,2,421,0,2,1369,5
Problem10,malha3,0,0,701,0,2,2317,0,2,421,0,2,1369,5
Problem11,malha1,0,0,1186,0,2,3866,0,2,588,0,2,2227,7
Problem11,malha2,0,0,1186,0,2,3866,0,2,588,0,2,2227,7
Problem11,malha3,0,0,1186,0,2,3866,0,2,588,0,2,2227,7
Problem12,malha1,0,0,5537,0,2,15566,0,2,2254,0,2,8910,5
Problem12,malha2,0,0,5537,0,2,15566,0,2,2254,0,2,8910,5
Problem12,malha3,0,0,5537,0,2,15566,0,2,2254,0,2,8910,5
Problem10,malha1,65,5,701,51,1184,2317,47,198,421,20,277,1369,5
Problem10,malha2,260,10,701,69,1618,2317,64,270,421,35,482,1369,5
Problem10,malha3,1040,15,701,76,1771,2317,76,322,421,47,657,1369,5
Problem11,malha1,65,6,1186,42,1626,3866,42,247,588,15,343,2227,7
Problem11,malha2,260,9,1186,51,1983,3866,50,299,588,22,491,2227,7
Problem11,malha3,1040,13,1186,60,2333,3866,60,358,588,29,666,2227,7
Problem12,malha1,65,1,5537,36,5736,15566,37,834,2254,10,946,8910,5
Problem12,malha2,260,3,5537,58,9088,15566,44,1004,2254,16,1494,8910,5
Problem12,malha3,1040,12,5537,69,10784,15566,58,1321,2254,29,2611,8910,5
Problem10,malha1,24,4,701,48,1117,2317,43,182,421,16,226,1369,5
Problem10,malha2,648,13,701,75,1750,2317,73,308,421,44,614,1369,5
Problem10,malha3,17496,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,24,3,1186,33,1276,3866,38,224,588,12,268,2227,7
Problem11,malha2,648,13,1186,57,2212,3866,57,337,588,27,610,2227,7
Problem11,malha3,17496,15,1186,62,2433,3866,62,370,588,32,732,2227,7
Problem12,malha1,24,1,5537,31,4921,15566,34,785,2254,9,841,8910,5
Problem12,malha2,648,4,5537,66,10306,15566,54,1223,2254,25,2238,8910,5
Problem12,malha3,17496,25,5537,89,13978,15566,95,2151,2254,69,6164,8910,5
Problem10,malha1,93,8,701,57,1331,2317,51,218,421,24,330,1369,5
Problem10,malha2,5859,15,701,77,1807,2317,77,328,421,51,703,1369,5
Problem10,malha3,369117,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,93,6,1186,41,1610,3866,43,258,588,16,366,2227,7
Problem11,malha2,5859,15,1186,62,2431,3866,62,370,588,32,725,2227,7
Problem11,malha3,369117,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,93,0,5537,42,6576,15566,38,866,2254,11,1061,8910,5
Problem12,malha2,5859,23,5537,86,13492,15566,88,1995,2254,60,5390,8910,5
Problem12,malha3,369117,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,38,3,701,45,1049,2317,42,180,421,16,221,1369,5
Problem10,malha2,2204,15,701,77,1802,2317,77,328,421,51,701,1369,5
Problem10,malha3,127832,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,38,3,1186,34,1331,3866,38,226,588,12,278,2227,7
Problem11,malha2,2204,13,1186,59,2317,3866,60,353,588,30,669,2227,7
Problem11,malha3,127832,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,38,0,5537,36,5619,15566,34,775,2254,9,849,8910,5
Problem12,malha2,2204,14,5537,78,12222,15566,72,1633,2254,42,3781,8910,5
Problem12,malha3,127832,25,5537,90,14155,15566,96,2179,2254,72,6482,8910,5
Problem10,malha1,42,5,701,47,1090,2317,45,190,421,17,245,1369,5
Problem10,malha2,2730,15,701,77,1806,2317,77,328,421,51,703,1369,5
Problem10,malha3,177450,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,42,3,1186,34,1328,3866,38,229,588,12,270,2227,7
Problem11,malha2,2730,15,1186,62,2409,3866,62,370,588,32,713,2227,7
Problem11,malha3,177450,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,42,0,5537,27,4240,15566,33,760,2254,9,826,8910,5
Problem12,malha2,2730,18,5537,80,12553,15566,76,1721,2254,46,4149,8910,5
Problem12,malha3,177450,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,45,3,701,53,1231,2317,46,196,421,19,269,1369,5
Problem10,malha2,3330,15,701,77,1806,2317,77,328,421,51,701,1369,5
Problem10,malha3,246420,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,45,8,1186,37,1431,3866,40,236,588,13,298,2227,7
Problem11,malha2,3330,14,1186,61,2394,3866,62,366,588,31,710,2227,7
Problem11,malha3,246420,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,45,0,5537,36,5609,15566,35,793,2254,10,891,8910,5
Problem12,malha2,3330,19,5537,81,12712,15566,78,1775,2254,49,4425,8910,5
Problem12,malha3,246420,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,22,2,701,37,874,2317,39,168,421,14,192,1369,5
Problem10,malha2,1034,14,701,76,1779,2317,76,320,421,47,654,1369,5
Problem10,malha3,48598,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,22,5,1186,35,1369,3866,37,221,588,12,272,2227,7
Problem11,malha2,1034,13,1186,59,2307,3866,59,352,588,29,655,2227,7
Problem11,malha3,48598,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,22,0,5537,25,4025,15566,32,740,2254,8,771,8910,5
Problem12,malha2,1034,8,5537,70,10999,15566,60,1355,2254,30,2725,8910,5
Problem12,malha3,48598,25,5537,90,14134,15566,96,2179,2254,72,6426,8910,5
Problem10,malha1,45,4,701,50,1175,2317,44,188,421,17,244,1369,5
Problem10,malha2,0,0,701,0,2,2317,0,2,421,0,2,1369,5
Problem10,malha3,0,0,701,0,2,2317,0,2,421,0,2,1369,5
Problem11,malha1,45,8,1186,38,1478,3866,40,238,588,13,309,2227,7
Problem11,malha2,0,0,1186,0,2,3866,0,2,588,0,2,2227,7
Problem11,malha3,0,0,1186,0,2,3866,0,2,588,0,2,2227,7
Problem12,malha1,45,1,5537,36,5655,15566,36,814,2254,10,913,8910,5
Problem12,malha2,0,0,5537,0,2,15566,0,2,2254,0,2,8910,5
Problem12,malha3,0,0,5537,0,2,15566,0,2,2254,0,2,8910,5
Problem10,malha1,8,2,701,29,686,2317,37,158,421,12,171,1369,5
Problem10,malha2,712,15,701,76,1765,2317,75,316,421,46,640,1369,5
Problem10,malha3,63368,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,8,0,1186,19,754,3866,27,164,588,7,168,2227,7
Problem11,malha2,712,13,1186,57,2235,3866,58,343,588,28,632,2227,7
Problem11,malha3,63368,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,8,0,5537,15,2384,15566,32,722,2254,8,731,8910,5
Problem12,malha2,712,10,5537,64,10050,15566,53,1199,2254,24,2167,8910,5
Problem12,malha3,63368,25,5537,90,14131,15566,96,2179,2254,72,6438,8910,5
Problem10,malha1,26,3,701,40,945,2317,41,174,421,15,213,1369,5
Problem10,malha2,1430,15,701,77,1787,2317,77,326,421,49,674,1369,5
Problem10,malha3,78650,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,26,5,1186,31,1229,3866,35,210,588,11,252,2227,7
Problem11,malha2,1430,13,1186,58,2278,3866,58,346,588,29,652,2227,7
Problem11,malha3,78650,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,26,0,5537,24,3786,15566,33,744,2254,8,780,8910,5
Problem12,malha2,1430,6,5537,74,11591,15566,65,1484,2254,36,3243,8910,5
Problem12,malha3,78650,25,5537,90,14145,15566,96,2179,2254,72,6444,8910,5
Problem10,malha1,41,4,701,51,1201,2317,46,194,421,18,254,1369,5
Problem10,malha2,3321,15,701,77,1807,2317,77,328,421,51,703,1369,5
Problem10,malha3,269001,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,41,5,1186,36,1403,3866,39,231,588,13,291,2227,7
Problem11,malha2,3321,15,1186,62,2428,3866,62,366,588,32,713,2227,7
Problem11,malha3,269001,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,41,0,5537,38,5955,15566,35,797,2254,9,877,8910,5
Problem12,malha2,3321,17,5537,81,12684,15566,78,1767,2254,48,4349,8910,5
Problem12,malha3,269001,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,8,0,701,24,570,2317,35,151,421,11,156,1369,5
Problem10,malha2,208,10,701,64,1504,2317,58,246,421,29,410,1369,5
Problem10,malha3,5408,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,8,2,1186,24,937,3866,31,183,588,8,197,2227,7
Problem11,malha2,208,8,1186,47,1839,3866,48,286,588,20,447,2227,7
Problem11,malha3,5408,15,1186,62,2401,3866,62,370,588,32,719,2227,7
Problem12,malha1,8,0,5537,24,3853,15566,31,706,2254,8,718,8910,5
Problem12,malha2,208,0,5537,54,8519,15566,43,977,2254,15,1382,8910,5
Problem12,malha3,5408,21,5537,85,13326,15566,86,1955,2254,58,5192,8910,5
Problem10,malha1,37,4,701,49,1136,2317,46,194,421,18,260,1369,5
Problem10,malha2,1628,15,701,77,1787,2317,76,322,421,49,676,1369,5
Problem10,malha3,71632,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,37,3,1186,40,1559,3866,39,231,588,13,293,2227,7
Problem11,malha2,1628,14,1186,61,2370,3866,60,358,588,30,677,2227,7
Problem11,malha3,71632,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,37,1,5537,38,5925,15566,34,788,2254,9,874,8910,5
Problem12,malha2,1628,15,5537,76,11858,15566,68,1535,2254,37,3354,8910,5
Problem12,malha3,71632,25,5537,90,14146,15566,96,2179,2254,72,6462,8910,5
Problem10,malha1,75,6,701,57,1326,2317,50,214,421,22,313,1369,5
Problem10,malha2,6075,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,492075,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,75,8,1186,45,1743,3866,44,264,588,17,392,2227,7
Problem11,malha2,6075,15,1186,62,2432,3866,62,370,588,32,729,2227,7
Problem11,malha3,492075,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,75,2,5537,38,5954,15566,36,818,2254,10,976,8910,5
Problem12,malha2,6075,25,5537,86,13418,15566,88,2003,2254,60,5396,8910,5
Problem12,malha3,492075,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,95,5,701,53,1247,2317,47,198,421,20,274,1369,5
Problem10,malha2,2660,15,701,77,1802,2317,77,328,421,50,695,1369,5
Problem10,malha3,74480,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,95,6,1186,45,1768,3866,45,267,588,17,392,2227,7
Problem11,malha2,2660,15,1186,61,2369,3866,62,368,588,31,711,2227,7
Problem11,malha3,74480,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,95,1,5537,43,6749,15566,38,866,2254,11,1062,8910,5
Problem12,malha2,2660,17,5537,80,12505,15566,75,1703,2254,45,4073,8910,5
Problem12,malha3,74480,25,5537,90,14154,15566,96,2179,2254,72,6477,8910,5
Problem10,malha1,45,5,701,45,1045,2317,46,194,421,19,261,1369,5
Problem10,malha2,1260,12,701,75,1757,2317,73,310,421,46,641,1369,5
Problem10,malha3,35280,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,45,6,1186,38,1495,3866,39,233,588,14,312,2227,7
Problem11,malha2,1260,13,1186,59,2305,3866,60,353,588,29,661,2227,7
Problem11,malha3,35280,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,45,1,5537,36,5714,15566,36,823,2254,10,924,8910,5
Problem12,malha2,1260,11,5537,71,11120,15566,62,1409,2254,32,2904,8910,5
Problem12,malha3,35280,25,5537,90,14117,15566,96,2179,2254,71,6405,8910,5
Problem10,malha1,4,1,701,23,547,2317,33,143,421,10,147,1369,5
Problem10,malha2,116,7,701,61,1433,2317,55,232,421,26,361,1369,5
Problem10,malha3,3364,15,701,77,1806,2317,77,328,421,51,703,1369,5
Problem11,malha1,4,0,1186,18,713,3866,27,160,588,7,162,2227,7
Problem11,malha2,116,7,1186,46,1817,3866,46,276,588,18,417,2227,7
Problem11,malha3,3364,15,1186,61,2382,3866,62,368,588,31,712,2227,7
Problem12,malha1,4,0,5537,7,1232,15566,17,396,2254,4,400,8910,5
Problem12,malha2,116,3,5537,45,7014,15566,39,881,2254,12,1108,8910,5
Problem12,malha3,3364,19,5537,82,12796,15566,80,1817,2254,51,4556,8910,5
Problem10,malha1,76,5,701,57,1338,2317,49,208,421,22,307,1369,5
Problem10,malha2,6840,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem10,malha3,615600,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,76,7,1186,46,1801,3866,45,270,588,17,380,2227,7
Problem11,malha2,6840,15,1186,63,2441,3866,62,370,588,32,725,2227,7
Problem11,malha3,615600,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,76,0,5537,40,6303,15566,37,839,2254,10,955,8910,5
Problem12,malha2,6840,21,5537,87,13584,15566,89,2027,2254,61,5493,8910,5
Problem12,malha3,615600,25,5537,90,14155,15566,96,2179,2254,72,6484,8910,5
Problem10,malha1,19,1,701,37,873,2317,40,170,421,14,192,1369,5
Problem10,malha2,304,11,701,68,1597,2317,65,276,421,37,508,1369,5
Problem10,malha3,4864,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,19,3,1186,34,1319,3866,36,212,588,11,245,2227,7
Problem11,malha2,304,10,1186,55,2160,3866,52,308,588,23,534,2227,7
Problem11,malha3,4864,15,1186,62,2422,3866,62,370,588,32,725,2227,7
Problem12,malha1,19,0,5537,24,3761,15566,34,778,2254,8,796,8910,5
Problem12,malha2,304,6,5537,53,8260,15566,44,1007,2254,16,1497,8910,5
Problem12,malha3,4864,17,5537,83,13003,15566,83,1873,2254,54,4859,8910,5
Problem10,malha1,78,7,701,59,1380,2317,51,216,421,23,316,1369,5
Problem10,malha2,78,4,701,49,1151,2317,46,194,421,18,258,1369,5
Problem10,malha3,78,4,701,55,1295,2317,49,208,421,21,297,1369,5
Problem11,malha1,78,6,1186,43,1692,3866,42,252,588,15,354,2227,7
Problem11,malha2,78,5,1186,42,1656,3866,42,251,588,15,346,2227,7
Problem11,malha3,78,6,1186,43,1694,3866,45,266,588,16,375,2227,7
Problem12,malha1,78,0,5537,42,6618,15566,37,848,2254,11,1042,8910,5
Problem12,malha2,78,0,5537,44,6962,15566,38,869,2254,11,1037,8910,5
Problem12,malha3,78,2,5537,41,6427,15566,37,853,2254,11,1003,8910,5
Problem10,malha1,86,6,701,55,1276,2317,49,210,421,22,303,1369,5
Problem10,malha2,2150,15,701,77,1798,2317,76,324,421,50,689,1369,5
Problem10,malha3,53750,15,701,77,1807,2317,77,328,421,51,705,1369,5
Problem11,malha1,86,6,1186,45,1762,3866,45,269,588,17,396,2227,7
Problem11,malha2,2150,14,1186,59,2312,3866,60,358,588,30,683,2227,7
Problem11,malha3,53750,15,1186,63,2447,3866,62,370,588,32,732,2227,7
Problem12,malha1,86,0,5537,42,6543,15566,38,857,2254,11,1024,8910,5
Problem12,malha2,2150,16,5537,78,12269,15566,71,1617,2254,42,3776,8910,5
Problem12,malha3,53750,25,5537,90,14124,15566,96,2179,2254,72,6438,8910,5
Problem10,malha1,34,3,701,46,1078,2317,45,190,421,18,251,1369,5
Problem10,malha2,2754,15,701,77,1801,2317,77,328,421,50,698,1369,5
Problem10,malha3,223074,15,701,77,1807,2317,77,328,421,51,705,1369,5
