problema,malha,tamanho_da_malha,numero_defeitos,LOC,cobertura_condicao,requisitos_cobertos_condicao,total_de_requistos_condicao,cobertura_decisao,requisitos_cobertos_decisao,total_de_requistos_decisao,cobertura_mcdc,requisitos_cobertos_mcdc,total_de_requistos_mcdc,numero_de_condicoes
Problem2,malha2,0,0,642,0,2,2409,0,2,441,0,2,1425,6
Problem2,malha3,0,0,642,0,2,2409,0,2,441,0,2,1425,6
Problem1,malha1,72,0,619,31,795,2550,37,146,394,14,216,1472,7
Problem1,malha2,3312,4,619,45,1165,2550,51,202,394,30,446,1472,7
Problem1,malha3,152352,12,619,57,1458,2550,63,252,394,43,636,1472,7
Problem2,malha1,72,1,642,42,1022,2409,42,187,441,16,242,1425,6
Problem2,malha2,3312,7,642,59,1429,2409,57,253,441,32,469,1425,6
Problem2,malha3,152352,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,94,0,619,30,773,2550,36,144,394,13,205,1472,7
Problem1,malha2,376,4,619,41,1065,2550,48,190,394,26,384,1472,7
Problem1,malha3,1504,2,619,41,1050,2550,48,190,394,26,386,1472,7
Problem2,malha1,94,2,642,46,1117,2409,44,198,441,19,283,1425,6
Problem2,malha2,376,7,642,55,1330,2409,53,234,441,27,393,1425,6
Problem2,malha3,1504,7,642,57,1376,2409,54,242,441,30,428,1425,6
Problem1,malha1,0,0,619,0,2,2550,0,2,394,0,2,1472,7
Problem1,malha2,0,0,619,0,2,2550,0,2,394,0,2,1472,7
Problem1,malha3,0,0,619,0,2,2550,0,2,394,0,2,1472,7
Problem2,malha1,0,0,642,0,2,2409,0,2,441,0,2,1425,6
Problem2,malha2,0,0,642,0,2,2409,0,2,441,0,2,1425,6
Problem2,malha3,0,0,642,0,2,2409,0,2,441,0,2,1425,6
Problem1,malha1,65,1,619,30,776,2550,34,134,394,12,186,1472,7
Problem1,malha2,5330,3,619,42,1092,2550,49,196,394,28,418,1472,7
Problem1,malha3,437060,13,619,58,1487,2550,65,260,394,44,656,1472,7
Problem2,malha1,65,3,642,44,1067,2409,44,198,441,19,282,1425,6
Problem2,malha2,5330,7,642,59,1431,2409,57,253,441,32,469,1425,6
Problem2,malha3,437060,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,81,0,619,31,791,2550,36,144,394,14,219,1472,7
Problem1,malha2,2592,4,619,45,1169,2550,51,202,394,30,445,1472,7
Problem1,malha3,82944,11,619,53,1376,2550,60,238,394,38,564,1472,7
Problem2,malha1,81,0,642,39,942,2409,41,184,441,15,227,1425,6
Problem2,malha2,2592,7,642,59,1439,2409,57,255,441,33,475,1425,6
Problem2,malha3,82944,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,49,0,619,27,699,2550,33,132,394,11,175,1472,7
Problem1,malha2,343,0,619,35,900,2550,42,168,394,19,289,1472,7
Problem1,malha3,2401,3,619,43,1102,2550,49,196,394,27,408,1472,7
Problem2,malha1,49,2,642,46,1114,2409,43,194,441,19,278,1425,6
Problem2,malha2,343,5,642,54,1307,2409,52,231,441,26,384,1425,6
Problem2,malha3,2401,7,642,59,1432,2409,57,253,441,32,461,1425,6
Problem1,malha1,14,0,619,26,670,2550,30,120,394,9,142,1472,7
Problem1,malha2,224,1,619,36,937,2550,42,166,394,20,298,1472,7
Problem1,malha3,3584,4,619,42,1095,2550,50,200,394,29,427,1472,7
Problem2,malha1,14,1,642,37,902,2409,37,164,441,13,189,1425,6
Problem2,malha2,224,4,642,52,1273,2409,50,224,441,25,368,1425,6
Problem2,malha3,3584,7,642,59,1423,2409,57,253,441,32,467,1425,6
Problem1,malha1,73,0,619,32,825,2550,38,150,394,16,237,1472,7
Problem1,malha2,6351,6,619,45,1149,2550,52,208,394,30,451,1472,7
Problem1,malha3,552537,13,619,58,1491,2550,65,260,394,45,664,1472,7
Problem2,malha1,73,3,642,49,1181,2409,46,206,441,21,308,1425,6
Problem2,malha2,6351,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem2,malha3,552537,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,87,0,619,32,820,2550,37,146,394,15,221,1472,7
Problem1,malha2,5655,6,619,45,1163,2550,52,208,394,30,456,1472,7
Problem1,malha3,367575,13,619,58,1486,2550,65,260,394,44,659,1472,7
Problem2,malha1,87,2,642,44,1077,2409,42,189,441,17,253,1425,6
Problem2,malha2,5655,7,642,59,1424,2409,56,249,441,31,453,1425,6
Problem2,malha3,367575,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,98,0,619,31,808,2550,37,146,394,14,218,1472,7
Problem1,malha2,1764,1,619,41,1067,2550,49,194,394,27,410,1472,7
Problem1,malha3,31752,9,619,50,1285,2550,57,226,394,35,518,1472,7
Problem2,malha1,98,4,642,48,1163,2409,46,207,441,21,306,1425,6
Problem2,malha2,1764,7,642,59,1437,2409,57,255,441,33,473,1425,6
Problem2,malha3,31752,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,80,0,619,29,753,2550,36,142,394,13,204,1472,7
Problem1,malha2,3760,6,619,47,1201,2550,53,210,394,32,474,1472,7
Problem1,malha3,176720,13,619,58,1482,2550,65,260,394,43,645,1472,7
Problem2,malha1,80,3,642,46,1119,2409,44,198,441,20,289,1425,6
Problem2,malha2,3760,7,642,59,1439,2409,57,255,441,33,474,1425,6
Problem2,malha3,176720,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,15,0,619,25,641,2550,29,118,394,9,137,1472,7
Problem1,malha2,1305,2,619,41,1056,2550,48,192,394,27,400,1472,7
Problem1,malha3,113535,13,619,56,1452,2550,63,252,394,42,621,1472,7
Problem2,malha1,15,2,642,37,905,2409,38,169,441,14,201,1425,6
Problem2,malha2,1305,7,642,58,1409,2409,56,251,441,32,457,1425,6
Problem2,malha3,113535,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,70,0,619,32,824,2550,38,152,394,15,234,1472,7
Problem1,malha2,2870,3,619,43,1109,2550,50,198,394,29,430,1472,7
Problem1,malha3,117670,12,619,57,1455,2550,63,250,394,41,618,1472,7
Problem2,malha1,70,2,642,45,1085,2409,44,197,441,19,277,1425,6
Problem2,malha2,2870,7,642,58,1417,2409,56,249,441,31,452,1425,6
Problem2,malha3,117670,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,27,0,619,26,664,2550,30,122,394,10,149,1472,7
Problem1,malha2,1647,3,619,42,1095,2550,50,198,394,28,420,1472,7
Problem1,malha3,100467,10,619,55,1424,2550,61,242,394,40,595,1472,7
Problem2,malha1,27,3,642,39,949,2409,39,172,441,14,213,1425,6
Problem2,malha2,1647,7,642,57,1396,2409,56,249,441,31,451,1425,6
Problem2,malha3,100467,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,60,0,619,31,803,2550,36,144,394,14,208,1472,7
Problem1,malha2,3180,4,619,43,1109,2550,50,200,394,29,431,1472,7
Problem1,malha3,168540,11,619,56,1452,2550,63,250,394,42,626,1472,7
Problem2,malha1,60,2,642,44,1079,2409,43,192,441,19,273,1425,6
Problem2,malha2,3180,7,642,59,1438,2409,57,255,441,33,473,1425,6
Problem2,malha3,168540,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,29,0,619,26,670,2550,30,122,394,10,150,1472,7
Problem1,malha2,2668,5,619,43,1116,2550,51,202,394,29,429,1472,7
Problem1,malha3,245456,13,619,57,1472,2550,65,260,394,43,647,1472,7
Problem2,malha1,29,2,642,39,959,2409,40,178,441,15,226,1425,6
Problem2,malha2,2668,7,642,59,1427,2409,56,251,441,32,460,1425,6
Problem2,malha3,245456,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,60,0,619,28,725,2550,35,138,394,13,192,1472,7
Problem1,malha2,2400,3,619,44,1146,2550,51,204,394,30,444,1472,7
Problem1,malha3,96000,12,619,55,1415,2550,62,248,394,41,611,1472,7
Problem2,malha1,60,0,642,42,1018,2409,40,178,441,16,229,1425,6
Problem2,malha2,2400,7,642,58,1419,2409,56,251,441,32,461,1425,6
Problem2,malha3,96000,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,28,1,619,28,739,2550,32,130,394,11,172,1472,7
Problem1,malha2,812,1,619,39,1001,2550,46,182,394,24,355,1472,7
Problem1,malha3,23548,10,619,50,1286,2550,58,232,394,36,535,1472,7
Problem2,malha1,28,0,642,35,856,2409,38,168,441,13,187,1425,6
Problem2,malha2,812,7,642,56,1369,2409,56,247,441,30,439,1425,6
Problem2,malha3,23548,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,77,0,619,31,793,2550,37,146,394,14,216,1472,7
Problem1,malha2,6545,6,619,47,1220,2550,53,210,394,32,472,1472,7
Problem1,malha3,556325,13,619,58,1500,2550,65,260,394,45,670,1472,7
Problem2,malha1,77,2,642,45,1098,2409,43,192,441,18,269,1425,6
Problem2,malha2,6545,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem2,malha3,556325,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,82,0,619,31,803,2550,38,150,394,15,224,1472,7
Problem1,malha2,2952,3,619,43,1108,2550,50,198,394,28,423,1472,7
Problem1,malha3,106272,12,619,54,1395,2550,61,244,394,39,587,1472,7
Problem2,malha1,82,3,642,45,1099,2409,44,198,441,19,284,1425,6
Problem2,malha2,2952,7,642,59,1430,2409,56,251,441,32,459,1425,6
Problem2,malha3,106272,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,22,0,619,26,680,2550,31,124,394,10,158,1472,7
Problem1,malha2,1012,3,619,41,1063,2550,48,192,394,26,394,1472,7
Problem1,malha3,46552,11,619,55,1412,2550,61,242,394,39,585,1472,7
Problem2,malha1,22,2,642,37,903,2409,38,168,441,14,203,1425,6
Problem2,malha2,1012,7,642,58,1418,2409,56,251,441,31,455,1425,6
Problem2,malha3,46552,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,2,0,619,11,284,2550,18,72,394,4,73,1472,7
Problem1,malha2,58,0,619,30,783,2550,36,142,394,13,206,1472,7
Problem1,malha3,1682,4,619,43,1100,2550,50,198,394,28,415,1472,7
Problem2,malha1,2,0,642,13,326,2409,18,82,441,5,83,1425,6
Problem2,malha2,58,1,642,43,1043,2409,42,188,441,17,246,1425,6
Problem2,malha3,1682,7,642,58,1415,2409,56,251,441,31,453,1425,6
Problem1,malha1,67,1,619,33,849,2550,37,148,394,15,225,1472,7
Problem1,malha2,2881,5,619,47,1222,2550,53,210,394,31,464,1472,7
Problem1,malha3,123883,13,619,57,1463,2550,64,256,394,43,635,1472,7
Problem2,malha1,67,2,642,43,1047,2409,42,186,441,17,250,1425,6
Problem2,malha2,2881,7,642,59,1441,2409,57,255,441,33,474,1425,6
Problem2,malha3,123883,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,6,0,619,19,497,2550,27,110,394,7,117,1472,7
Problem1,malha2,240,2,619,39,1004,2550,43,172,394,20,306,1472,7
Problem1,malha3,9600,8,619,50,1281,2550,55,220,394,34,503,1472,7
Problem2,malha1,6,0,642,27,673,2409,33,149,441,10,154,1425,6
Problem2,malha2,240,6,642,54,1305,2409,51,226,441,26,372,1425,6
Problem2,malha3,9600,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,32,0,619,25,651,2550,32,128,394,11,163,1472,7
Problem1,malha2,2912,6,619,45,1158,2550,52,208,394,30,453,1472,7
Problem1,malha3,264992,13,619,58,1489,2550,65,260,394,44,657,1472,7
Problem2,malha1,32,1,642,32,776,2409,40,179,441,15,216,1425,6
Problem2,malha2,2912,7,642,59,1429,2409,57,255,441,33,472,1425,6
Problem2,malha3,264992,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem1,malha1,63,1,619,32,823,2550,36,144,394,14,207,1472,7
Problem1,malha2,1764,5,619,44,1138,2550,51,204,394,29,439,1472,7
Problem1,malha3,49392,10,619,52,1343,2550,58,230,394,36,541,1472,7
Problem2,malha1,63,2,642,42,1027,2409,41,185,441,16,238,1425,6
Problem2,malha2,1764,7,642,59,1433,2409,57,255,441,33,472,1425,6
Problem2,malha3,49392,7,642,59,1442,2409,57,255,441,33,475,1425,6
Problem4,malha1,47,0,4846,28,5758,20354,33,832,2452,7,904,11403,8
Problem4,malha2,2115,0,4846,47,9694,20354,44,1092,2452,15,1757,11403,8
Problem4,malha3,95175,0,4846,65,13397,20354,64,1576,2452,31,3611,11403,8
Problem5,malha1,47,0,11162,26,10815,40342,31,1725,5508,7,1814,22925,8
Problem5,malha2,2115,0,11162,55,22300,40342,45,2499,5508,19,4410,22925,8
Problem5,malha3,95175,3,11162,65,26487,40342,61,3407,5508,34,8020,22925,8
Problem4,malha1,79,0,4846,28,5876,20354,34,840,2452,8,922,11403,8
Problem4,malha2,1106,0,4846,42,8615,20354,40,994,2452,12,1419,11403,8
Problem4,malha3,15484,0,4846,57,11758,20354,55,1350,2452,23,2682,11403,8
Problem5,malha1,79,0,11162,32,13239,40342,31,1758,5508,8,1897,22925,8
Problem5,malha2,1106,0,11162,51,20594,40342,41,2279,5508,15,3597,22925,8
Problem5,malha3,15484,1,11162,62,25375,40342,56,3114,5508,29,6820,22925,8
Problem4,malha1,29,0,4846,26,5341,20354,33,816,2452,7,869,11403,8
Problem4,malha2,2842,0,4846,48,9860,20354,46,1136,2452,16,1913,11403,8
Problem4,malha3,278516,0,4846,68,13919,20354,68,1676,2452,35,4038,11403,8
Problem5,malha1,29,0,11162,27,11265,40342,31,1714,5508,7,1779,22925,8
Problem5,malha2,2842,0,11162,56,22868,40342,46,2573,5508,20,4685,22925,8
Problem5,malha3,278516,4,11162,66,26778,40342,62,3464,5508,36,8265,22925,8
Problem4,malha1,33,0,4846,24,4888,20354,33,814,2452,7,863,11403,8
Problem4,malha2,3168,0,4846,50,10180,20354,45,1112,2452,15,1822,11403,8
Problem4,malha3,304128,0,4846,68,13976,20354,68,1684,2452,35,4075,11403,8
Problem5,malha1,33,0,11162,29,11784,40342,31,1709,5508,7,1763,22925,8
Problem5,malha2,3168,0,11162,56,22679,40342,47,2598,5508,20,4758,22925,8
Problem5,malha3,304128,6,11162,66,26932,40342,63,3490,5508,36,8344,22925,8
Problem4,malha1,70,0,4846,29,5952,20354,34,838,2452,8,927,11403,8
Problem4,malha2,2870,0,4846,50,10273,20354,47,1158,2452,17,1978,11403,8
Problem4,malha3,117670,0,4846,65,13395,20354,64,1584,2452,32,3652,11403,8
Problem5,malha1,70,0,11162,29,12038,40342,31,1744,5508,8,1858,22925,8
Problem5,malha2,2870,0,11162,56,22727,40342,46,2567,5508,20,4663,22925,8
Problem5,malha3,117670,3,11162,65,26537,40342,62,3418,5508,35,8060,22925,8
Problem4,malha1,53,0,4846,24,5059,20354,33,818,2452,7,872,11403,8
Problem4,malha2,4240,0,4846,50,10200,20354,47,1158,2452,17,2003,11403,8
Problem4,malha3,339200,0,4846,68,13985,20354,69,1694,2452,36,4108,11403,8
Problem5,malha1,53,0,11162,30,12446,40342,31,1733,5508,8,1835,22925,8
Problem5,malha2,4240,0,11162,57,23211,40342,48,2681,5508,22,5110,22925,8
Problem5,malha3,339200,7,11162,66,26998,40342,63,3517,5508,36,8460,22925,8
Problem4,malha1,16,0,4846,21,4289,20354,32,796,2452,7,813,11403,8
Problem4,malha2,224,0,4846,36,7360,20354,36,892,2452,9,1083,11403,8
Problem4,malha3,3136,0,4846,49,10096,20354,46,1146,2452,17,1950,11403,8
Problem5,malha1,16,0,11162,22,9119,40342,30,1682,5508,7,1700,22925,8
Problem5,malha2,224,0,11162,38,15396,40342,33,1846,5508,9,2166,22925,8
Problem5,malha3,3136,0,11162,56,22961,40342,47,2602,5508,20,4797,22925,8
Problem4,malha1,22,0,4846,23,4826,20354,32,806,2452,7,840,11403,8
Problem4,malha2,946,0,4846,37,7589,20354,39,960,2452,11,1288,11403,8
Problem4,malha3,40678,0,4846,61,12485,20354,60,1478,2452,28,3206,11403,8
Problem5,malha1,22,0,11162,21,8487,40342,30,1690,5508,7,1720,22925,8
Problem5,malha2,946,0,11162,49,19907,40342,39,2187,5508,14,3298,22925,8
Problem5,malha3,40678,0,11162,64,26034,40342,59,3297,5508,33,7570,22925,8
Problem4,malha1,44,0,4846,22,4620,20354,33,814,2452,7,859,11403,8
Problem4,malha2,1144,0,4846,42,8560,20354,41,1026,2452,13,1511,11403,8
Problem4,malha3,29744,0,4846,61,12448,20354,59,1448,2452,27,3097,11403,8
Problem5,malha1,44,0,11162,29,11778,40342,31,1720,5508,7,1797,22925,8
Problem5,malha2,1144,0,11162,50,20473,40342,40,2225,5508,14,3433,22925,8
